strain	strain_name	segment	date	host	country	ORF2_type
MT474048	Hu/GII.Pe_GII.4/JH37/2013/AM/BRA	NA	2013-03-14	Human	Brazil	GII.4
NC_040876	NORO_176_1_17_12_2015	NA	2015-12-17	Human	United_Kingdom	GII.6
NC_039897	Shimizu/KK2866	NA	2007-XX-XX	Human	Japan	GI.3
NC_044046	Yuzawa/Gira2HS	NA	2011-XX-XX	Human	Japan	GVIII.1 (GII.23)
MT474041	Hu/GII.Pe_GII.4/JH21/2015/PA/BRA	NA	2015-05-02	Human	Brazil	GII.4
MT474040	Hu/GII.Pe_GII.4/JH19/2015/AM/BRA	NA	2015-08-03	Human	Brazil	GII.4
NC_044856	Hu/BD/2011/GI.7[PNA2]/Dhaka1882	NA	2011-07-06	Human	Bangladesh	GI.7
NC_039475	Hu/GII.P17_GII.17/KR/2015/CAU_267	NA	2015-XX-XX	Human	South_Korea	GII.17
NC_029647	Hu/GIV.1/LakeMacquarie/NSW268O/2010/AU	NA	2010-12-XX	Human	Australia	
MT357992	CS0088	NA	2018-06-26	Human	USA	GI.1
MT372476	Baltimore16275	NA	2010-11-18	Human	USA	GI.8
MT344180	782_2	NA	2018-12-17	Human	USA	GII.4
MT474051	Hu/GII.Pe_GII.4/JH5/2012/PA/BRA	NA	2012-06-06	Human	Brazil	GII.4
MT372470	Callao0948	NA	2015-10-09	Human	USA	GI.3
MT474047	Hu/GII.Pe_GII.4/JH34/2014/AM/BRA	NA	2014-05-15	Human	Brazil	GII.4
MT372465	Callao0618	NA	2017-09-06	Human	USA	GI.2
MT474034	Hu/GII.Pe_GII.4/JH13/2014/AM/BRA	NA	2014-06-04	Human	Brazil	GII.4
MT357898	Pennsylvania1060	NA	2017-06-17	Human	USA	GI.7
MT474049	Hu/GII.Pe_GII.4/JH38/2013/AM/BRA	NA	2013-04-02	Human	Brazil	GII.4
MT372477	Cabarrus0282	NA	2018-01-05	Human	USA	GI.6
MT372462	Callao0462	NA	2014-06-18	Human	USA	GI.7
MT372469	Callao0904	NA	2017-11-29	Human	USA	GI.7
MT474038	Hu/GII.Pe_GII.4/JH16/2014/PA/BRA	NA	2014-01-10	Human	Brazil	GII.4
MT372474	Baltimore16082	NA	2013-02-23	Human	USA	GI.9
NC_044932	Hu/GII.PNA4_GII.NA4/PNV06929/2008/PER	NA	2008-05-27	Human	Peru	GII.NA2
MT357996	CS0036	NA	2018-04-07	Human	USA	GI.6
MT357897	Pennsylvania1021	NA	2017-06-17	Human	USA	GI.7
NC_039477	NORO_226_06_01_2016	NA	2016-01-06	Human	United_Kingdom	GII.4
NC_044854	Hu/JP/2000/GI.6[PNA1]/WUG1	NA	2000-XX-XX	Human	Japan	GI.6
MT344179	526_2	NA	2015-12-17	Human	USA	GII.4
MT371769	147_2	NA	2015-12-31	Human	USA	GII.17
NC_044853	Hu/JP/1998/GI.6[PNA4]/No20_Saitama_98_17	NA	1998-XX-XX	Human	Japan	GI.6
MT357995	CS0483	NA	2018-10-30	Human	USA	GI.6
MT474032	Hu/GII.Pe_GII.4/JH11/2013/PA/BRA	NA	2013-08-07	Human	Brazil	GII.4
MT474033	Hu/GII.Pe_GII.4/JH12/2013/PA/BRA	NA	2013-07-19	Human	Brazil	GII.4
MT089579	461_2	NA	2019-07-24	Human	USA	GI.3
MT474052	Hu/GII.Pe_GII.4/JH6/2012/PA/BRA	NA	2012-06-04	Human	Brazil	GII.4
MT372463	Callao0590	NA	2016-09-02	Human	USA	GI.3
MT372464	Callao0615	NA	2017-08-13	Human	USA	GI.2
MT372468	Callao0752	NA	2015-07-06	Human	USA	GI.3
MT238666	526_1	NA	2016-01-08	Human	USA	GII.4
MT238667	782_1	NA	2018-12-17	Human	USA	GII.4
MT357993	CS0089	NA	2018-06-26	Human	USA	GI.1
MT372466	Callao0680	NA	2015-01-06	Human	USA	GI.3
MT474043	Hu/GII.Pe_GII.4/JH23/2015/PA/BRA	NA	2015-02-05	Human	Brazil	GII.4
MT372475	Baltimore16158	NA	2013-03-15	Human	USA	GI.9
MT474042	Hu/GII.Pe_GII.4/JH22/2015/PA/BRA	NA	2015-03-06	Human	Brazil	GII.4
MT372467	Callao0729	NA	2015-04-27	Human	USA	GI.3
NC_044855	Hu/US/2016/GIV.NA1[PNA1]/WI7002	NA	2016-05-11	Human	USA	
MT474039	Hu/GII.Pe_GII.4/JH17/2014/PA/BRA	NA	2014-09-12	Human	Brazil	GII.4
MT474050	Hu/GII.Pe_GII.4/JH40/2013/AM/BRA	NA	2013-08-10	Human	Brazil	GII.4
NC_044045	Sapporo/HK299	NA	2007-XX-XX	Human	Japan	GIX.1 (GII.15)
MT238669	691_2	NA	2015-11-17	Human	USA	GII.17
MT357994	CS0087	NA	2018-06-23	Human	USA	GI.7
MT357991	CS0091	NA	2018-06-26	Human	USA	GI.1
MT238671	259_2	NA	2018-12-17	Human	USA	GII.4
MT357899	Pennsylvania1110	NA	2017-06-21	Human	USA	GI.7
MT238670	259_1	NA	2018-12-17	Human	USA	GII.4
MT344182	691_1	NA	2015-11-17	Human	USA	GII.17
MT238668	782_3	NA	2018-12-17	Human	USA	GII.4
MT238672	259_3	NA	2018-12-17	Human	USA	GII.4
MT344181	118_3	NA	2015-12-18	Human	USA	GII.17
MT089580	461_3	NA	2019-07-24	Human	USA	GI.3
MT238664	118_2	NA	2015-12-04	Human	USA	GII.17
MT089578	461_1	NA	2019-07-24	Human	USA	GI.3
MT238665	147_1	NA	2015-12-17	Human	USA	GII.17
MT238663	118_1	NA	2015-12-05	Human	USA	GII.17
MT367328	526_3	NA	2016-01-19	Human	USA	GII.4
MT362912	432_1	NA	2017-04-10	Human	USA	GII.4
MT362913	432_3	NA	2017-04-10	Human	USA	GII.4
MT362914	813_1	NA	2018-04-11	Human	USA	GII.2
MT362915	813_2	NA	2018-04-11	Human	USA	GII.2
MT362916	813_3	NA	2018-04-11	Human	USA	GII.2
MT362917	963_1	NA	2012-04-11	Human	USA	GII.4
MT409884	236_1	NA	2015-12-04	Human	USA	GII.3
MT409885	236_2	NA	2015-12-04	Human	USA	GII.3
MT409886	236_3	NA	2015-12-03	Human	USA	GII.3
MT409887	727_2	NA	2014-12-15	Human	USA	GII.6
MT416724	727_3	NA	2014-12-17	Human	USA	GII.6
MT420909	510_3	NA	2015-05-01	Human	USA	GII.4
MT439866	510_2	NA	2015-05-01	Human	USA	GII.4
MT448670	963_2	NA	2012-04-11	Human	USA	GII.4
MT451991	329_1	NA	2014-05-25	Human	USA	GI.3
MT526278	846_3	NA	2014-04-15	Human	USA	GII.13
MT526276	329_3	NA	2014-05-26	Human	USA	GI.3
MT526277	329_2	NA	2014-05-26	Human	USA	GI.3
MT703831	SD20191568	NA	2019-06-07	Human	China	GIX.1 (GII.15)
MT738527	Hu/US/2019/GII.2[P16]/CA_RGDS_1097	NA	2019-09-XX	Human	USA	GII.2
MN996296	SCD1044_3	NA	2018-02-18	Human	China	GII.17
MN996297	SCD1055_1	NA	2018-02-18	Human	China	GII.4
MN996298	SCD1061_4	NA	2018-02-18	Human	China	GII.8
MN996299	SCD1062_2	NA	2018-02-18	Human	China	GII.4
MN996300	SCD0162_3	NA	2018-02-18	Human	China	GII.17
MT008453	SCD1044_1	NA	2018-02-18	Human	China	GI.1
MT008454	SCD1044_2	NA	2018-02-18	Human	China	GI.5
MT008455	SCD1053	NA	2018-02-18	Human	China	GI.3
MT008456	SCD1054_1	NA	2018-02-18	Human	China	GI.3
MT008457	SCD1054_2	NA	2018-02-18	Human	China	GI.3
MT008458	SCD1061_1	NA	2018-02-18	Human	China	GI.5
MT008459	SCD1061_3	NA	2018-02-18	Human	China	GI.7
MT008460	SCD1062_1	NA	2018-02-18	Human	China	GI.5
MT010298	SCD1055_2	NA	2018-02-18	Human	China	GIX.1 (GII.15)
MT010299	SCD1061_2	NA	2018-02-18	Human	China	GIX.1 (GII.15)
MT755733	Hu/US/2019/GII.3[P12]/CA_RGDS_1098	NA	2019-11-XX	Human	USA	GII.3
MT537605	259_1	NA	2018-12-17	Human	USA	GII.4
MT537633	259_2	NA	2018-12-17	Human	USA	GII.4
MT537634	259_3	NA	2018-12-17	Human	USA	GII.4
MT537941	259_2	NA	2018-12-17	Human	USA	GII.4
MT929247	EMC0002	NA	2011-01-21	Human	Netherlands	GII.4
MW009068	387_1	NA	2018-11-14	Human	USA	GII.5
MW009069	387_2	NA	2018-11-14	Human	USA	GII.5
MW009070	432_2	NA	2017-04-10	Human	USA	GII.4
MW009071	510_1	NA	2015-05-01	Human	USA	GII.4
MW009072	387_1	NA	2018-11-14	Human	USA	GII.5
KJ196290	Sapporo/HK299	NA	2007-XX-XX	Human	Japan	GIX.1 (GII.15)
MT232050	122	NA	2014-02-07	Human	China	GII.4
MW019618	1026	NA	2016-10-18	Human	Botswana	GII.4
MW019619	1059	NA	2017-03-21	Human	China	GII.4
MW019620	1079	NA	2017-10-16	Human	China	GII.4
MW019621	4020	NA	2017-10-25	Human	Botswana	GII.4
MW019622	3029	NA	2017-09-19	Human	Botswana	GII.4
MT707683	KMN1	NA	2017-10-20	Human	China	GIX.1 (GII.15)
MW284776	P2D9	NA	2013-12-XX	Human	United_Kingdom	GII.7
MW284777	P2D15	NA	2013-12-XX	Human	United_Kingdom	GII.7
MW284778	P2D3	NA	2013-12-XX	Human	United_Kingdom	GII.7
MW284779	P1D11	NA	2013-12-XX	Human	United_Kingdom	GII.4
MW284780	P1D10	NA	2013-12-XX	Human	United_Kingdom	GII.4
MW284781	P1D6	NA	2013-12-XX	Human	United_Kingdom	GII.4
MW284782	P1D5	NA	2013-12-XX	Human	United_Kingdom	GII.4
MW284783	P1D3	NA	2013-12-XX	Human	United_Kingdom	GII.4
MW284784	P1D12	NA	2013-12-XX	Human	United_Kingdom	GII.7
LC369214	NoV/Hu/JP/2014/GII.P17_GII.17/AO_8	NA	2014-XX-XX	Human	Japan	GII.17
LC369215	NoV/Hu/JP/2015/GII.P17_GII.17/GU_55	NA	2015-XX-XX	Human	Japan	GII.17
LC369216	NoV/Hu/JP/2015/GII.P17_GII.17/GU_56	NA	2015-XX-XX	Human	Japan	GII.17
LC369217	NoV/Hu/JP/2015/GII.P17_GII.17/GU_57	NA	2015-XX-XX	Human	Japan	GII.17
LC369218	NoV/Hu/JP/2015/GII.P17_GII.17/GU_58	NA	2015-XX-XX	Human	Japan	GII.17
LC369219	NoV/Hu/JP/2015/GII.P17_GII.17/GU_59	NA	2015-XX-XX	Human	Japan	GII.17
LC369220	NoV/Hu/JP/2015/GII.P17_GII.17/GU_60	NA	2015-XX-XX	Human	Japan	GII.17
LC369221	NoV/Hu/JP/2015/GII.P17_GII.17/GU_69	NA	2015-XX-XX	Human	Japan	GII.17
LC369222	NoV/Hu/JP/2015/GII.P17_GII.17/HI_78	NA	2015-XX-XX	Human	Japan	GII.17
LC369224	NoV/Hu/JP/2015/GII.P17_GII.17/HI_80	NA	2015-XX-XX	Human	Japan	GII.17
LC369225	NoV/Hu/JP/2015/GII.P17_GII.17/HI_82	NA	2015-XX-XX	Human	Japan	GII.17
LC369227	NoV/Hu/JP/2015/GII.P17_GII.17/KA_67	NA	2015-XX-XX	Human	Japan	GII.17
LC369228	NoV/Hu/JP/2014/GII.P17_GII.17/MI_77	NA	2014-XX-XX	Human	Japan	GII.17
LC369229	NoV/Hu/JP/2014/GII.P17_GII.17/MI_79	NA	2014-XX-XX	Human	Japan	GII.17
LC369230	NoV/Hu/JP/2014/GII.P17_GII.17/MI_80	NA	2014-XX-XX	Human	Japan	GII.17
LC369231	NoV/Hu/JP/2015/GII.P17_GII.17/MI_81	NA	2015-XX-XX	Human	Japan	GII.17
LC369232	NoV/Hu/JP/2015/GII.P17_GII.17/MI_83	NA	2015-XX-XX	Human	Japan	GII.17
LC369233	NoV/Hu/JP/2015/GII.P17_GII.17/MI_84	NA	2015-XX-XX	Human	Japan	GII.17
LC369234	NoV/Hu/JP/2015/GII.P17_GII.17/MI_85	NA	2015-XX-XX	Human	Japan	GII.17
LC369235	NoV/Hu/JP/2015/GII.P17_GII.17/MI_86	NA	2015-XX-XX	Human	Japan	GII.17
LC369236	NoV/Hu/JP/2015/GII.P17_GII.17/MI_87	NA	2015-XX-XX	Human	Japan	GII.17
LC369237	NoV/Hu/JP/2015/GII.P17_GII.17/MI_88	NA	2015-XX-XX	Human	Japan	GII.17
LC369238	NoV/Hu/JP/2015/GII.P17_GII.17/MI_89	NA	2015-XX-XX	Human	Japan	GII.17
LC369239	NoV/Hu/JP/2015/GII.P17_GII.17/MI_90	NA	2015-XX-XX	Human	Japan	GII.17
LC369240	NoV/Hu/JP/2015/GII.P17_GII.17/MI_91	NA	2015-XX-XX	Human	Japan	GII.17
LC369241	NoV/Hu/JP/2015/GII.P17_GII.17/MI_92	NA	2015-XX-XX	Human	Japan	GII.17
LC369242	NoV/Hu/JP/2015/GII.P17_GII.17/MI_93	NA	2015-XX-XX	Human	Japan	GII.17
LC369243	NoV/Hu/JP/2015/GII.P17_GII.17/MI_94	NA	2015-XX-XX	Human	Japan	GII.17
LC369244	NoV/Hu/JP/2016/GII.P17_GII.17/SA_116	NA	2015-XX-XX	Human	Japan	GII.17
LC369245	NoV/Hu/JP/2015/GII.P17_GII.17/SA_145	NA	2015-XX-XX	Human	Japan	GII.17
LC369246	NoV/Hu/JP/2015/GII.P17_GII.17/SA_146	NA	2015-XX-XX	Human	Japan	GII.17
LC369247	NoV/Hu/JP/2015/GII.P17_GII.17/SA_148	NA	2015-XX-XX	Human	Japan	GII.17
LC369248	NoV/Hu/JP/2015/GII.P17_GII.17/SA_149	NA	2015-XX-XX	Human	Japan	GII.17
LC369249	NoV/Hu/JP/2015/GII.P17_GII.17/SA_150	NA	2015-XX-XX	Human	Japan	GII.17
LC369251	NoV/Hu/JP/2015/GII.P17_GII.17/SA_164	NA	2015-XX-XX	Human	Japan	GII.17
LC369252	NoV/Hu/JP/2015/GII.P17_GII.17/SA_165	NA	2015-XX-XX	Human	Japan	GII.17
LC369253	NoV/Hu/JP/2015/GII.P17_GII.17/SA_172	NA	2015-XX-XX	Human	Japan	GII.17
LC369254	NoV/Hu/JP/2015/GII.P17_GII.17/TO_144	NA	2015-XX-XX	Human	Japan	GII.17
LC369255	NoV/Hu/JP/2015/GII.P17_GII.17/TO_146	NA	2015-XX-XX	Human	Japan	GII.17
LC369256	NoV/Hu/JP/2015/GII.P17_GII.17/TO_147	NA	2015-XX-XX	Human	Japan	GII.17
LC369257	NoV/Hu/JP/2015/GII.P17_GII.17/TO_148	NA	2015-XX-XX	Human	Japan	GII.17
LC369258	NoV/Hu/JP/2015/GII.P17_GII.17/SA_169	NA	2015-XX-XX	Human	Japan	GII.17
MW045405	1065	NA	2017-04-13	Human	China	GII.4
MW045406	2048	NA	2017-10-19	Human	Botswana	GII.4
MW019959	2049	NA	2017-10-20	Human	Botswana	GII.4
MW019958	1137	NA	2018-09-25	Human	China	GII.4
MW019957	1089	NA	2017-11-21	Human	China	GII.4
MW019956	1048	NA	2017-03-20	Human	China	GII.4
MT742777	WT_NORO_0887	NA	2019-03-XX	Human	United_Kingdom	GII.4
MN588299	HNV1	NA	2019-07-20	Human	China	GII.4
MN588300	HNV6	NA	2019-06-21	Human	China	GII.4
MN588301	HNV9	NA	2019-06-24	Human	China	GII.4
MN588302	HNV13	NA	2019-01-05	Human	China	GII.4
MN588303	HNV16	NA	2019-01-03	Human	China	GII.4
MN588304	HNV20	NA	2019-01-29	Human	China	GII.4
MN588305	HNV21	NA	2019-08-03	Human	China	GII.4
MN588306	HNV22	NA	2019-08-03	Human	China	GII.4
MN588307	QNV114	NA	2019-01-12	Human	China	GII.4
LC597111	GII/Hu/ID/2015/GII.13[P16]/SOEP45	NA	2015-XX-XX	Human	Indonesia	GII.13
LC597112	GII/Hu/ID/2016/GII.17[P17]/SOEP83	NA	2016-XX-XX	Human	Indonesia	GII.17
LC597113	GII/Hu/ID/2016/GII.13[P16]/SOEP90	NA	2016-XX-XX	Human	Indonesia	GII.13
LC597114	GII/Hu/ID/2016/GII.4Sydney2012[P31]/SOEP100	NA	2016-XX-XX	Human	Indonesia	GII.4
LC597115	GII/Hu/ID/2016/GII.4Sydney2012[P31]/SOEP127	NA	2016-XX-XX	Human	Indonesia	GII.4
LC597116	GII/Hu/ID/2016/GII.4Sydney2012[P31]/SOEP134	NA	2016-XX-XX	Human	Indonesia	GII.4
LC597117	GII/Hu/ID/2017/GII.13[P16]/SOEP249	NA	2017-XX-XX	Human	Indonesia	GII.3
LC597119	GII/Hu/ID/2015/GII.13[P16]/STM09	NA	2015-XX-XX	Human	Indonesia	GII.13
LC597120	GII/Hu/ID/2015/GII.6[P33]/STM10	NA	2015-XX-XX	Human	Indonesia	GII.1
LC597121	GII/Hu/ID/2015/GII.6[P7]/STM37	NA	2015-XX-XX	Human	Indonesia	GII.6
LC597122	GII/Hu/ID/2015/GII.13[P16]/STM45	NA	2015-XX-XX	Human	Indonesia	GII.13
LC597123	GII/Hu/ID/2015/GII.6[P7]/STM52	NA	2015-XX-XX	Human	Indonesia	GII.6
LC597124	GII/Hu/ID/2015/GII.6[P7]/STM78	NA	2015-XX-XX	Human	Indonesia	GII.6
LC597125	GII/Hu/ID/2016/GII.3[P12]/STM92	NA	2016-XX-XX	Human	Indonesia	GII.3
LC597126	GII/Hu/ID/2016/GII.13[P16]/STM95	NA	2016-XX-XX	Human	Indonesia	GII.13
LC597127	GII/Hu/ID/2016/_GII.4Sydney2012_[P31]/STM137	NA	2016-XX-XX	Human	Indonesia	GII.4
LC597128	GII/Hu/ID/2016/GII.4Sydney2012[P31]/STM150	NA	2016-XX-XX	Human	Indonesia	GII.4
LC597129	GII/Hu/ID/2016/GII.4Sydney2012[P31]/STM171	NA	2016-XX-XX	Human	Indonesia	GII.4
LC597130	GII/Hu/ID/2016/GII.4Sydney2012[P31]/STM194	NA	2016-XX-XX	Human	Indonesia	GII.4
LC597131	GII/Hu/ID/2016/GII.6[P7]/STM201	NA	2016-XX-XX	Human	Indonesia	GII.6
LC597132	GII/Hu/ID/2016/GII.3[P12]/STM203	NA	2016-XX-XX	Human	Indonesia	GII.3
LC597133	GII/Hu/ID/2016/GII.4Sydney2012[P16]/STM221	NA	2016-XX-XX	Human	Indonesia	GII.4
MW445537	18N239	NA	2018-10-19	Human	China	GI.3
MT735394	Hu/NL/2017/_GII.4_Hong_Kong[P31]/Zandvoort/0471	NA	2017-11-17	Human	Netherlands	GII.4
MW559990	KLF_NOV_004	NA	2019-05-09	Human	Kenya	GII.4
MW559991	KLF_NOV_003	NA	2019-03-09	Human	Kenya	GII.4
MW559992	KLF_NOV_005	NA	2019-08-07	Human	Kenya	GII.4
MW559993	KLF_NOV_002	NA	2019-03-06	Human	Kenya	GII.4
MW559994	KLF_NOV_001	NA	2019-02-22	Human	Kenya	GII.4
MT256120	080_GII.P16_GII.3_Palmas	NA	2012-11-04	Human	Brazil	GII.3
MT256116	017_GII.P16_GII.3_Nova_Olinda	NA	2015-01-16	Human	Brazil	GII.3
MT158850	3_GII.P7_GII.6	NA	2019-03-02	Human	China	GII.6
MT158851	8_GII.P16_GII.2	NA	2019-03-15	Human	China	GII.2
MT158852	14_GII.P16_GII.2	NA	2019-03-04	Human	China	GII.2
MT158853	21_GII.P16_GII.2	NA	2019-01-08	Human	China	GII.2
MT158854	25_GII.P12_GII.3	NA	2018-11-25	Human	China	GII.3
MT158855	35_GII.P16_GII.2	NA	2018-11-08	Human	China	GII.2
MT158856	43_GII.P16_GII.2	NA	2018-10-31	Human	China	GII.2
MT158857	48_GII.P16_GII.2	NA	2018-10-19	Human	China	GII.2
MT158858	xbfx1926	NA	2019-10-31	Human	China	GII.4
